Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2018,4623.195,2724.394,1629.593,1094.801,320.553,320.553,0.0,273.616,18.791,176.748,78.077,0.0,22.275,,,,21.716,3340.838,589.177,1578.514,-989.337,0.0,693.18,623.752,532.904,90.848,,69.428,1282.357,,304.641,84.407,24.339,,195.895,499.05,0.0,,,,499.05,0.26,,,0.0,803.951,990.787,990.787,,,,877.466,,,,,0.0,877.466,1868.253,2672.204,0.0,0.283,0.279678,0.003322,0.0,1963.912,-13.204,1950.991,0.0,1950.991,4623.195,
06/30/2018,4451.561,2626.399,1543.484,1082.915,280.072,280.072,0.0,282.39,16.251,173.859,92.28,0.0,21.548,0.0,,,21.313,3210.409,579.364,1581.951,-1002.587,0.0,661.788,610.497,532.251,78.246,,51.291,1241.152,,296.144,92.572,17.961,,185.611,499.406,0.0,0.0,0.0,,499.406,1.845,0.0,0.0,0.0,797.395,991.147,991.147,0.0,0.0,,732.079,0.0,19.39,0.0,19.39,,712.689,1723.226,2520.621,0.0,0.279,0.279,0.0,0.0,1945.646,-14.985,1930.94,0.0,1930.94,4451.561,
09/29/2018,4548.552,2563.415,1598.772,964.643,439.407,439.407,0.0,275.374,15.113,170.192,90.069,0.0,33.329,,,,33.036,3311.525,573.014,1598.727,-1025.713,0.0,664.013,607.036,532.251,74.785,,56.977,1237.027,,292.767,84.087,60.877,,147.803,499.762,0.0,,,,499.762,135.748,,,135.187,928.277,991.506,991.506,,,,716.446,,,,,,716.446,1707.952,2636.229,0.0,0.279,0.277063,0.001937,0.0,1924.764,-12.72,1912.323,0.0,1912.323,4548.552,
12/29/2018,3888.927,1960.641,1406.74,553.901,391.419,391.419,0.0,278.925,16.832,171.287,90.806,0.0,26.933,,,,26.515,2657.918,571.983,1615.962,-1043.979,0.0,659.026,599.412,532.251,67.161,,59.614,1231.009,,275.879,99.577,39.507,,136.795,0.0,0.0,,,,0.0,130.601,,,130.601,406.48,991.866,991.866,,,,735.167,,,,,,735.167,1727.033,2133.513,0.0,0.279,0.273942,0.005058,0.0,1766.471,-11.336,1755.414,0.0,1755.414,3888.927,
03/30/2019,3803.854,1898.427,1654.563,243.864,381.152,381.152,0.0,272.832,18.799,172.02,82.013,0.0,24.358,,,,24.128,2576.769,571.955,1635.265,-1063.31,0.0,655.13,593.287,532.251,61.036,,61.843,1227.085,,292.49,86.798,44.179,,161.513,0.0,0.0,,,,0.0,106.507,,,106.011,398.997,992.225,992.225,,,,749.885,,,,,,749.885,1742.11,2141.107,0.0,0.279,0.272425,0.006575,0.0,1672.938,-10.47,1662.747,0.0,1662.747,3803.854,
06/29/2019,3743.982,1898.332,1757.342,140.99,360.016,360.016,0.0,246.512,16.121,160.273,70.118,0.0,34.64,0.0,,,33.989,2539.5,577.722,1650.517,-1072.795,0.0,626.76,588.493,532.251,56.242,0.0,38.267,1204.482,,270.529,84.335,33.765,,152.429,0.0,0.0,0.0,0.0,,0.0,100.638,0.0,0.0,100.49,371.167,992.584,992.584,0.0,0.0,,534.955,0.0,19.678,0.0,19.678,,515.277,1527.539,1898.706,0.0,0.272,0.272,0.0,0.0,1856.358,-11.354,1845.276,0.0,1845.276,3743.982,
09/28/2019,3680.787,1793.367,1695.191,98.176,370.316,370.316,0.0,235.959,17.085,148.35,70.524,0.0,24.982,,,,24.878,2424.624,632.978,1724.994,-1092.016,0.0,623.185,584.627,532.251,52.376,,38.558,1256.163,,241.648,81.794,31.704,,128.15,10.024,0.0,10.024,,10.024,0.0,90.844,,,90.206,342.516,1046.043,992.944,53.099,,53.099,510.942,,,,,,510.942,1556.985,1899.501,0.0,0.271,0.271,0.0,0.0,1793.012,-11.997,1781.286,0.0,1781.286,3680.787,
12/28/2019,3626.829,1783.2,1720.194,63.006,348.342,348.342,0.0,223.958,13.222,142.551,68.185,0.0,23.797,,,,23.436,2379.297,627.529,1718.291,-1090.762,0.0,620.003,580.76,532.251,48.509,,39.243,1247.532,,245.02,89.449,38.307,,117.264,10.028,0.0,10.028,,10.028,,105.423,,,105.237,360.471,1044.087,993.303,50.784,,50.784,495.762,,,,,,495.762,1539.849,1900.32,0.0,0.27,0.27,0.0,0.0,1737.528,-11.289,1726.509,0.0,1726.509,3626.829,
03/28/2020,3548.935,1685.776,1638.667,47.109,378.273,378.273,0.0,220.686,14.525,148.67,57.491,0.0,25.288,,,,24.708,2310.023,618.991,1721.273,-1102.282,0.0,619.921,576.893,532.251,44.642,,43.028,1238.912,,265.161,83.519,39.809,,141.833,10.233,0.0,10.233,,10.233,,112.532,,,111.235,387.926,1041.764,993.663,48.101,,48.101,499.302,,,,,,499.302,1541.066,1928.992,0.0,0.267,0.267,0.0,0.0,1632.325,-12.649,1619.943,0.0,1619.943,3548.935,
06/27/2020,3629.303,1614.206,1578.67,35.536,404.778,404.778,0.0,259.626,18.287,164.061,77.278,0.0,39.219,0.0,,,38.068,2317.829,605.016,1709.12,-1104.104,0.0,706.458,650.499,562.54,87.959,0.0,55.959,1311.474,,293.632,91.982,43.457,,158.193,10.445,0.0,10.445,0.0,10.445,,149.257,0.0,0.0,148.916,453.334,1042.336,994.022,48.314,0.0,48.314,476.176,0.0,20.528,0.0,20.528,,455.648,1518.512,1971.846,0.0,0.266,0.266,0.0,0.0,1671.786,-14.595,1657.457,0.0,1657.457,3629.303,
