Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2017,1917.076,57.719,57.719,0.0,166.827,166.827,0.0,0.0,0.0,0.0,0.0,0.0,145.054,49.997,,,,23.63,71.427,369.6,272.086,640.685,-368.599,0.0,1275.39,1090.311,652.329,437.982,,185.079,1547.476,,88.532,13.135,,,75.397,0.0,0.0,,,,,265.222,110.466,,166.789,0.0,353.754,100.0,100.0,,,,289.322,,,,,12.067,389.322,743.076,0.0,453.873,1.032,452.841,-1036.292,1756.419,,1174.0,0.0,1174.0,1917.076,
03/31/2018,1905.368,57.402,57.402,0.0,168.934,168.934,0.0,0.0,0.0,0.0,0.0,0.0,135.694,,,,46.007,13.381,76.306,362.03,261.22,634.336,-373.116,0.0,1282.118,1088.493,652.245,436.248,,193.625,1543.338,,90.122,7.332,,,82.79,0.0,0.0,,,,,199.116,106.42,,169.324,0.0,289.238,105.0,105.0,,,,288.045,,,,,12.301,393.045,682.283,0.0,459.148,1.032,458.116,-1036.292,1800.229,,1223.085,0.0,1223.085,1905.368,
06/30/2018,2033.058,31.44,31.44,0.0,297.271,297.271,0.0,0.0,0.0,0.0,0.0,0.0,142.031,,0.0,1.3,22.991,21.671,96.069,470.742,285.55,649.703,-364.153,0.0,1276.766,1091.602,649.929,441.673,,185.164,1562.316,,119.124,30.36,,0.0,88.764,0.0,0.0,0.0,0.0,,,328.931,40.984,0.0,208.303,0.0,448.055,0.0,0.0,0.0,0.0,,262.159,0.0,0.0,0.0,0.0,12.872,262.159,710.214,0.0,465.171,1.033,464.138,-1055.26,1912.933,0.0,1322.844,0.0,1322.844,2033.058,
09/30/2018,2033.102,114.872,114.872,0.0,198.564,198.564,0.0,0.0,0.0,0.0,0.0,0.0,144.403,37.836,,,,4.142,102.425,457.839,286.497,658.556,-372.059,0.0,1288.766,1091.727,649.929,441.798,,197.039,1575.263,,123.551,10.477,,,113.074,0.0,0.0,,,,,296.675,21.089,,209.033,0.0,420.226,0.0,0.0,,,,244.312,,,,,14.19,244.312,664.538,0.0,455.903,1.034,454.869,-1055.26,1967.921,0.0,1368.564,0.0,1368.564,2033.102,
12/31/2018,1971.777,26.156,26.156,0.0,184.737,184.737,0.0,0.0,0.0,0.0,0.0,0.0,151.746,,,,43.205,9.488,99.053,362.639,283.454,670.715,-387.261,0.0,1325.684,1113.794,666.77,447.024,,211.89,1609.138,,99.211,6.597,,,92.614,0.0,0.0,,,,,240.863,14.773,,210.489,0.0,340.074,0.0,0.0,,,,239.748,,,,,14.486,239.748,579.822,0.0,461.022,1.034,459.988,-1076.536,2007.469,0.0,1391.955,0.0,1391.955,1971.777,
03/31/2019,2002.879,35.398,35.398,0.0,190.768,190.768,0.0,0.0,0.0,0.0,0.0,0.0,162.39,,,,39.143,17.215,106.032,388.556,279.948,656.273,-376.325,0.0,1334.375,1115.531,666.858,448.673,,218.844,1614.323,,106.866,10.907,,,95.959,35.0,35.0,,,,,188.999,18.909,,212.608,0.0,330.865,0.0,0.0,,,,246.011,,,,,14.494,246.011,576.876,0.0,466.684,1.035,465.649,-1076.536,2035.855,,1426.003,0.0,1426.003,2002.879,
06/30/2019,2184.829,93.628,93.628,0.0,310.08,310.08,0.0,0.0,0.0,0.0,0.0,0.0,165.74,,0.0,6.355,35.102,17.817,106.466,569.448,272.474,660.955,-388.481,0.0,1342.907,1118.08,666.944,451.136,,224.827,1615.381,,130.21,9.85,,0.0,120.36,0.0,0.0,0.0,0.0,,,339.752,54.554,0.0,217.01,0.0,469.962,0.0,0.0,0.0,0.0,,285.854,0.0,0.0,0.0,0.0,14.29,285.854,755.816,0.0,473.064,1.035,472.029,-1110.124,2066.073,0.0,1429.013,0.0,1429.013,2184.829,
09/30/2019,2225.978,96.679,96.679,0.0,234.362,234.362,0.0,0.0,0.0,0.0,0.0,0.0,153.082,,,6.546,44.347,0.0,102.189,484.123,345.507,733.839,-388.332,0.0,1396.348,1158.258,686.03,472.228,,238.09,1741.855,,114.205,13.621,5.874,,94.71,12.042,0.0,12.042,,12.042,,266.831,58.723,,221.962,0.0,393.078,62.188,0.0,62.188,,62.188,294.052,,,,,13.367,356.24,749.318,0.0,476.257,1.035,475.222,-1124.269,2124.672,0.0,1476.66,0.0,1476.66,2225.978,
12/31/2019,2187.439,72.513,72.513,0.0,204.703,204.703,0.0,0.0,0.0,0.0,0.0,0.0,150.515,,,6.355,44.862,0.0,99.298,427.731,346.422,750.492,-404.07,0.0,1413.286,1161.145,686.332,474.813,,252.141,1759.708,,115.635,10.67,0.676,,104.289,12.094,0.0,12.094,,12.094,,215.425,61.579,,223.737,0.0,343.154,58.877,0.0,58.877,,58.877,298.662,,,,,13.346,357.539,700.693,0.0,482.041,1.036,481.005,-1161.334,2166.039,0.0,1486.746,0.0,1486.746,2187.439,
03/31/2020,2229.419,109.514,109.514,0.0,212.06,212.06,0.0,0.0,0.0,0.0,0.0,0.0,158.076,,,0.0,41.564,7.063,109.449,479.65,341.637,760.815,-419.178,0.0,1408.132,1153.178,686.333,466.845,,254.954,1749.769,,126.292,11.673,0.081,,114.538,11.799,0.0,11.799,0.081,11.718,,160.317,66.11,,228.685,0.0,298.408,111.388,55.166,56.222,0.166,56.056,305.76,,,,,10.965,417.148,715.556,0.0,488.626,1.036,487.59,-1181.673,2206.91,0.0,1513.863,0.0,1513.863,2229.419,
06/30/2020,2428.474,213.345,213.345,0.0,300.945,300.945,0.0,0.0,0.0,0.0,0.0,0.0,154.811,,0.0,0.0,38.235,21.051,95.525,669.101,337.38,755.487,-418.107,0.0,1421.993,1151.825,686.334,465.491,,270.168,1759.373,,164.742,9.88,,0.0,154.862,11.942,0.115,11.827,0.115,11.712,,318.161,71.461,0.0,243.998,0.0,494.845,57.013,0.208,56.805,0.208,56.597,326.928,0.0,0.0,0.0,0.0,11.469,383.941,878.786,0.0,496.041,1.036,495.005,-1181.673,2235.32,0.0,1549.688,0.0,1549.688,2428.474,
