Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Impairment of Assets,Disposal of Con Assets,Disposal of Uncon Assets,Abnormal Losses/(Gains),Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2018,281.412,272.203,191.955,61.848,1.196,17.204,,6.887,0.0,2.322,-182.072,73.392,31.541,41.851,16.776,89.105,,,2.799,99.34,-50.751,38.074,-9.174,21.851,48.589,0.0,0.0,0.0,47.841,0.0,0.0,0.0,48.589,0.1,47.841,0.0,,47.841,70.261,22.42,169.424,0.28,0.28,0.414705,169.682,0.28,0.28,0.41213,,97.189,,,12.44,-0.246,,,,157.324,10.234,167.558,-4.749,4.014,2.622,-5.179,-11.378,-17.846,135.042,0.98545,0.794215,0.555,56.31946,69.880304,59.768579,
09/30/2018,278.31,268.948,191.92,60.393,1.224,15.411,0.0,6.954,0.0,2.408,-184.478,75.686,35.129,40.557,17.564,89.183,,0.0,2.045,93.832,-23.298,36.618,-10.024,-3.296,70.534,0.0,0.0,0.0,69.722,0.0,0.0,0.0,70.534,0.147,69.722,0.0,,69.722,67.349,-2.373,169.438,0.41,0.41,0.397485,169.839,0.41,0.41,0.396028,,96.795,,,0.407,-3.61,,,,163.461,0.395,163.856,-4.811,4.173,2.589,-9.172,-6.931,-19.584,130.12,0.962794,0.764566,0.555,57.644725,72.590178,57.529374,
12/31/2018,284.56,275.109,193.155,66.331,1.194,14.429,0.0,7.495,0.0,1.956,-193.552,83.871,40.761,43.11,13.544,92.876,,0.0,3.261,91.008,-11.272,36.979,-13.427,-12.28,79.736,0.0,0.0,0.0,78.905,0.0,0.0,0.0,79.736,0.166,78.905,0.0,,78.905,64.004,-14.901,169.842,0.46,0.46,0.376844,169.842,0.46,0.46,0.372266,,100.422,,,8.994,-21.335,,,,167.152,-5.628,161.524,-3.652,4.436,2.94,-13.327,-7.44,-12.416,132.065,0.949069,0.775977,0.555,58.478344,71.52278,56.393169,
03/31/2019,286.257,277.303,193.326,63.152,3.241,17.584,0.0,6.972,0.0,1.982,-196.093,74.793,34.155,40.638,21.3,97.194,,,2.806,90.164,1.329,37.752,-30.828,-8.253,91.493,0.0,0.0,0.0,90.446,0.0,0.0,0.0,91.493,0.19,90.446,0.0,,90.446,86.219,-4.227,167.44,0.54,0.54,0.514925,167.717,0.54,0.54,0.514797,,104.498,,,1.672,-37.052,,0.0,,159.754,10.958,170.712,-4.168,3.951,3.042,-1.646,-13.336,-10.153,148.402,1.015738,0.882993,0.585,57.593605,66.251934,61.467006,
06/30/2019,275.872,266.236,192.844,64.075,1.48,7.837,,7.442,0.0,2.194,-190.104,76.265,33.506,42.759,18.717,93.589,,,1.533,85.768,-33.078,37.173,-13.128,9.033,52.69,0.0,0.0,0.0,51.728,0.0,0.0,0.0,52.69,0.109,51.728,0.0,,51.728,61.727,9.999,167.536,0.31,0.31,0.36844,167.962,0.31,0.31,0.36844,,100.168,,,10.441,-2.41,-0.017,,,160.036,3.0,163.036,-0.505,3.951,3.136,-5.392,-6.64,-17.267,140.319,0.968653,0.833684,0.585,60.393116,70.170483,61.361194,
09/30/2019,282.276,272.143,195.965,60.549,1.228,14.401,,7.353,0.0,2.78,-185.676,75.296,33.601,41.695,16.705,91.856,,,1.819,96.6,-38.656,38.253,0.283,0.12,57.944,0.0,0.0,0.0,56.965,0.0,0.0,0.0,57.944,0.157,56.965,0.0,,56.965,57.455,0.49,167.559,0.34,0.34,0.342894,167.944,0.34,0.34,0.342894,,98.951,,,10.886,-0.869,,,,166.09,1.391,167.481,-2.465,4.224,2.745,-8.221,-10.858,-12.462,140.444,0.994838,0.834238,0.585,58.803536,70.123857,59.017409,
12/31/2019,288.732,278.619,195.857,63.519,1.587,17.656,0.0,7.868,0.0,2.245,-193.024,79.79,34.973,44.817,18.262,91.644,,0.0,3.328,95.708,-54.577,38.086,-17.283,33.774,41.131,0.0,0.0,0.0,40.291,0.0,0.0,0.0,41.131,0.178,40.291,0.0,,40.291,75.944,35.653,167.892,0.24,0.24,0.452338,167.892,0.24,0.24,0.452338,,99.27,,,42.076,-13.333,,,,168.482,0.0,168.482,-1.384,4.128,2.763,-13.498,-13.833,-13.308,133.35,0.999075,0.790747,0.585,58.554166,73.980675,58.295141,
03/31/2020,283.658,274.537,196.124,65.479,3.488,9.446,0.0,6.816,0.0,2.305,-315.505,78.256,35.887,42.369,13.705,89.295,,,134.249,-31.847,7.064,37.436,-11.418,-33.082,-24.783,0.0,0.0,0.0,-25.332,0.0,0.0,0.0,-24.783,-0.115,-25.332,0.0,,-25.332,-62.553,-37.221,167.908,-0.15,-0.15,-0.372543,167.908,-0.15,-0.15,-0.372543,,96.632,,,0.784,-37.952,,132.128,,166.145,0.0,166.145,0.676,3.764,2.805,-4.57,-12.729,-10.24,145.851,0.98288,0.862825,0.595,60.536402,68.959558,60.334647,
06/30/2020,231.113,222.552,193.489,63.998,0.763,-35.698,,6.126,0.0,2.435,-185.565,76.825,36.793,40.032,21.202,85.058,,,2.48,45.548,-25.974,40.375,-2.824,-11.577,19.574,0.0,0.0,0.0,19.046,0.0,0.0,0.0,19.574,0.087,19.046,0.0,,19.046,11.828,-7.218,169.643,0.11,0.11,0.069723,169.971,0.11,0.11,0.067534,,92.756,,,0.23,-7.464,,,,104.655,0.0,104.655,14.852,3.828,2.733,-3.829,-10.158,-8.451,103.63,0.612964,0.60696,0.595,97.069342,98.029451,96.886914,
09/30/2020,255.333,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,35.6,,,35.6,35.56,,,0.188,0.188,0.207,,0.188,0.188,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,262.333,,,,,,,,,,,,,,,,,,,,,,,,34.85,,,,,,,,,,43.7,,,43.7,40.16,,,0.223,0.223,0.236,,0.223,0.223,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,
